Energy(cm-1),Energy(nm),Abs
30614.285714285714,326.64489034064394,0.0100099521712
30631.168831168834,326.46485203086576,0.0108841313632
30648.05194805195,326.2850120767829,0.0118316550417
30664.935064935067,326.1053701507708,0.012858407218
30681.818181818184,325.9259259259259,0.0139707204962
30698.7012987013,325.74667907606397,0.0151754083066
30715.584415584417,325.5676292757177,0.0164797992968
30732.467532467534,325.3887762001352,0.0178917740127
30749.35064935065,325.21011952527766,0.0194198040077
30766.233766233767,325.03165892781766,0.0210729935284
30783.116883116883,324.8533940851369,0.0228611239294
30800.0,324.6753246753247,0.0247947009825
30816.883116883117,324.4974503771756,0.0268850052491
30833.766233766233,324.3197708701879,0.0291441456977
30850.649350649353,324.1422858345611,0.0315851167558
30867.53246753247,323.96499495119485,0.0342218589944
30884.415584415587,323.7878979016862,0.0370693236554
30901.298701298703,323.61099436832814,0.0401435412412
30918.18181818182,323.4342840341076,0.0434616943969
30935.064935064936,323.2577665827036,0.0470421953266
30951.948051948053,323.08144169848526,0.0509047679984
30968.83116883117,322.9053090665101,0.0550705354027
30985.714285714286,322.7293683725219,0.0595621121425
31002.597402597403,322.5536193029491,0.0644037026472
31019.48051948052,322.37806154490266,0.0696212053147
31036.363636363636,322.20269478617456,0.0752423228999
31053.246753246753,322.02751871523566,0.0812966794843
31070.129870129873,321.85253302123385,0.087815944373
31087.01298701299,321.6777373939925,0.0948339632845
31103.896103896106,321.5031315240083,0.102386897211
31120.779220779223,321.32871510244956,0.110513369347
31137.66233766234,321.1544878211545,0.119254620495
31154.545454545456,320.9804493726291,0.128654673382
31171.428571428572,320.80659945004584,0.138760506336
31188.31168831169,320.6329377472413,0.149622236779
31205.194805194806,320.4594639587148,0.161293315029
31222.077922077922,320.2861777796265,0.173830728919
31238.96103896104,320.1130789057953,0.18729521974
31255.844155844155,319.9401670336976,0.201751510068
31272.727272727272,319.7674418604651,0.217268544031
31289.610389610392,319.59490308388325,0.233919740598
31306.49350649351,319.42255040238945,0.251783260502
31323.376623376626,319.25038351507106,0.270942287418
